model,key,image,category,latency,regions,chars,mean_conf,n_tables
PP-OCRv6_small,ocrv6_small,agenda_01.jpg,agenda,1.242,29,180,0.9826,0
PP-OCRv6_small,ocrv6_small,agenda_02.jpg,agenda,0.308,23,323,0.9978,0
PP-OCRv6_small,ocrv6_small,agenda_03.jpg,agenda,0.317,17,229,0.9981,0
PP-OCRv6_small,ocrv6_small,agenda_04.jpg,agenda,0.276,12,197,0.9994,0
PP-OCRv6_small,ocrv6_small,agenda_05.jpg,agenda,0.299,36,448,0.9942,0
PP-OCRv6_small,ocrv6_small,agenda_06.jpg,agenda,0.369,41,303,0.996,0
PP-OCRv6_small,ocrv6_small,agenda_07.jpg,agenda,0.505,56,551,0.9963,0
PP-OCRv6_small,ocrv6_small,agenda_08.jpg,agenda,0.387,40,1000,0.9951,0
PP-OCRv6_small,ocrv6_small,agenda_09.jpg,agenda,0.413,61,981,0.9933,0
PP-OCRv6_small,ocrv6_small,agenda_10.jpg,agenda,0.124,13,187,0.9785,0
PP-OCRv6_small,ocrv6_small,agenda_11.jpg,agenda,0.148,14,217,0.9995,0
PP-OCRv6_small,ocrv6_small,agenda_12.jpg,agenda,0.236,19,374,0.9735,0
PP-OCRv6_small,ocrv6_small,agenda_13.jpg,agenda,0.477,51,517,0.9986,0
PP-OCRv6_small,ocrv6_small,agenda_14.jpg,agenda,0.372,69,827,0.9962,0
PP-OCRv6_small,ocrv6_small,agenda_15.jpg,agenda,0.457,59,730,0.9949,0
PP-OCRv6_small,ocrv6_small,agenda_16.jpg,agenda,0.359,30,470,0.9904,0
PP-OCRv6_small,ocrv6_small,agenda_17.jpg,agenda,0.347,36,285,0.9979,0
PP-OCRv6_small,ocrv6_small,agenda_18.jpg,agenda,0.372,57,858,0.9799,0
PP-OCRv6_small,ocrv6_small,agenda_19.jpg,agenda,0.342,27,271,0.9963,0
PP-OCRv6_small,ocrv6_small,agenda_20.jpg,agenda,0.399,59,912,0.9908,0
PP-OCRv6_small,ocrv6_small,agenda_21.jpg,agenda,0.406,38,705,0.9814,0
PP-OCRv6_small,ocrv6_small,agenda_22.jpg,agenda,0.402,23,772,0.9871,0
PP-OCRv6_small,ocrv6_small,agenda_23.jpg,agenda,0.431,34,938,0.9913,0
PP-OCRv6_small,ocrv6_small,form_01.jpg,form,0.687,131,1911,0.9874,0
PP-OCRv6_small,ocrv6_small,form_02.jpg,form,0.224,41,304,0.9088,0
PP-OCRv6_small,ocrv6_small,form_03.jpg,form,0.506,56,1055,0.9744,0
PP-OCRv6_small,ocrv6_small,form_04.jpg,form,0.495,59,843,0.998,0
PP-OCRv6_small,ocrv6_small,form_05.jpg,form,0.725,122,2448,0.9733,0
PP-OCRv6_small,ocrv6_small,form_06.jpg,form,0.707,102,2006,0.9883,0
PP-OCRv6_small,ocrv6_small,form_07.jpg,form,0.352,41,724,0.9823,0
PP-OCRv6_small,ocrv6_small,form_08.jpg,form,1.133,119,2651,0.9865,0
PP-OCRv6_small,ocrv6_small,form_09.jpg,form,0.72,60,1251,0.9906,0
PP-OCRv6_small,ocrv6_small,form_10.jpg,form,0.926,90,1924,0.9963,0
PP-OCRv6_small,ocrv6_small,form_11.jpg,form,0.696,73,1341,0.9741,0
PP-OCRv6_small,ocrv6_small,form_12.jpg,form,0.408,62,1151,0.9786,0
PP-OCRv6_small,ocrv6_small,form_13.jpg,form,0.7,95,1815,0.9897,0
PP-OCRv6_small,ocrv6_small,form_14.jpg,form,0.704,134,2179,0.9876,0
PP-OCRv6_small,ocrv6_small,form_15.jpg,form,0.884,84,2203,0.978,0
PP-OCRv6_small,ocrv6_small,form_16.jpg,form,0.758,64,1648,0.9868,0
PP-OCRv6_small,ocrv6_small,form_17.jpg,form,0.597,77,1110,0.9884,0
PP-OCRv6_small,ocrv6_small,form_18.jpg,form,0.169,16,414,0.9911,0
PP-OCRv6_small,ocrv6_small,form_19.jpg,form,0.291,34,585,0.9906,0
PP-OCRv6_small,ocrv6_small,form_20.jpg,form,0.641,48,969,0.9823,0
PP-OCRv6_small,ocrv6_small,form_21.jpg,form,0.635,39,1365,0.9929,0
PP-OCRv6_small,ocrv6_small,form_22.jpg,form,0.705,130,2659,0.942,0
PP-OCRv6_small,ocrv6_small,form_23.jpg,form,0.604,58,1164,0.9413,0
PP-OCRv6_small,ocrv6_small,invoice_01.jpg,invoice,0.319,18,191,0.9985,0
PP-OCRv6_small,ocrv6_small,invoice_02.jpg,invoice,0.155,16,154,0.9965,0
PP-OCRv6_small,ocrv6_small,invoice_03.jpg,invoice,0.208,14,123,0.9978,0
PP-OCRv6_small,ocrv6_small,invoice_04.jpg,invoice,0.19,23,283,0.99,0
PP-OCRv6_small,ocrv6_small,invoice_05.jpg,invoice,0.537,68,704,0.9884,0
PP-OCRv6_small,ocrv6_small,invoice_06.jpg,invoice,0.312,20,305,0.9988,0
PP-OCRv6_small,ocrv6_small,invoice_07.jpg,invoice,0.178,28,313,0.9832,0
PP-OCRv6_small,ocrv6_small,invoice_08.jpg,invoice,0.375,28,444,0.9905,0
PP-OCRv6_small,ocrv6_small,invoice_09.jpg,invoice,0.31,21,246,0.9982,0
PP-OCRv6_small,ocrv6_small,invoice_10.jpg,invoice,0.196,22,348,0.972,0
PP-OCRv6_small,ocrv6_small,invoice_11.jpg,invoice,0.537,39,691,0.9927,0
PP-OCRv6_small,ocrv6_small,invoice_12.jpg,invoice,0.207,27,469,0.9779,0
PP-OCRv6_small,ocrv6_small,invoice_13.jpg,invoice,0.198,23,225,0.9626,0
PP-OCRv6_small,ocrv6_small,invoice_14.jpg,invoice,0.149,18,199,0.9955,0
PP-OCRv6_small,ocrv6_small,invoice_15.jpg,invoice,0.369,41,517,0.9981,0
PP-OCRv6_small,ocrv6_small,invoice_16.jpg,invoice,0.386,26,400,0.9919,0
PP-OCRv6_small,ocrv6_small,invoice_17.jpg,invoice,0.345,29,358,0.9935,0
PP-OCRv6_small,ocrv6_small,invoice_18.jpg,invoice,0.188,28,344,0.9785,0
PP-OCRv6_small,ocrv6_small,invoice_19.jpg,invoice,0.469,69,615,0.9967,0
PP-OCRv6_small,ocrv6_small,invoice_20.jpg,invoice,0.241,42,700,0.9907,0
PP-OCRv6_small,ocrv6_small,invoice_21.jpg,invoice,0.313,38,410,0.9855,0
PP-OCRv6_small,ocrv6_small,invoice_22.jpg,invoice,0.216,41,477,0.9909,0
PP-OCRv6_small,ocrv6_small,invoice_23.jpg,invoice,0.38,33,422,0.9728,0
PP-OCRv6_small,ocrv6_small,original_001.jpg,original,0.521,62,1136,0.992,0
PP-OCRv6_small,ocrv6_small,original_002.jpg,original,0.351,29,746,0.9791,0
PP-OCRv6_small,ocrv6_small,original_003.jpg,original,0.227,33,732,0.9898,0
PP-OCRv6_small,ocrv6_small,original_004.jpg,original,0.282,34,814,0.9673,0
PP-OCRv6_small,ocrv6_small,original_005.jpg,original,0.617,68,1833,0.9205,0
PP-OCRv6_small,ocrv6_small,original_006.jpg,original,0.904,133,3029,0.9933,0
PP-OCRv6_small,ocrv6_small,original_007.jpg,original,0.432,88,957,0.8834,0
PP-OCRv6_small,ocrv6_small,original_008.jpg,original,0.274,47,894,0.9832,0
PP-OCRv6_small,ocrv6_small,original_009.jpg,original,0.383,49,1177,0.9903,0
PP-OCRv6_small,ocrv6_small,original_010.jpg,original,0.407,64,938,0.9887,0
PP-OCRv6_small,ocrv6_small,original_011.jpg,original,0.206,24,538,0.989,0
PP-OCRv6_small,ocrv6_small,report_01.jpg,report,0.775,155,1304,0.9388,0
PP-OCRv6_small,ocrv6_small,report_02.jpg,report,0.814,187,1369,0.9958,0
PP-OCRv6_small,ocrv6_small,report_03.jpg,report,1.212,228,2633,0.9968,0
PP-OCRv6_small,ocrv6_small,report_04.jpg,report,0.266,32,316,0.9979,0
PP-OCRv6_small,ocrv6_small,report_05.jpg,report,0.549,135,890,0.9913,0
PP-OCRv6_small,ocrv6_small,report_06.jpg,report,0.555,129,994,0.9931,0
PP-OCRv6_small,ocrv6_small,report_07.jpg,report,0.176,22,255,0.9941,0
PP-OCRv6_small,ocrv6_small,report_08.jpg,report,0.515,94,760,0.995,0
PP-OCRv6_small,ocrv6_small,report_09.jpg,report,0.952,247,1093,0.9294,0
PP-OCRv6_small,ocrv6_small,report_10.jpg,report,0.905,114,2154,0.9503,0
PP-OCRv6_small,ocrv6_small,report_11.jpg,report,0.382,69,1209,0.9774,0
PP-OCRv6_small,ocrv6_small,report_12.jpg,report,0.821,232,1382,0.992,0
PP-OCRv6_small,ocrv6_small,report_13.jpg,report,0.124,8,160,0.9972,0
PP-OCRv6_small,ocrv6_small,report_14.jpg,report,0.247,50,509,0.997,0
PP-OCRv6_small,ocrv6_small,report_15.jpg,report,0.199,25,555,0.9854,0
PP-OCRv6_small,ocrv6_small,report_16.jpg,report,0.559,119,1039,0.956,0
PP-OCRv6_small,ocrv6_small,report_17.jpg,report,0.668,175,1494,0.9788,0
PP-OCRv6_small,ocrv6_small,report_18.jpg,report,1.162,342,2078,0.9906,0
PP-OCRv6_small,ocrv6_small,report_19.jpg,report,0.513,114,797,0.9989,0
PP-OCRv6_small,ocrv6_small,report_20.jpg,report,0.717,182,1201,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_01.jpg,agenda,0.759,29,184,0.9827,0
PP-OCRv6_medium,ocrv6_medium,agenda_02.jpg,agenda,0.399,23,323,0.9988,0
PP-OCRv6_medium,ocrv6_medium,agenda_03.jpg,agenda,0.595,26,247,0.9025,0
PP-OCRv6_medium,ocrv6_medium,agenda_04.jpg,agenda,0.501,12,197,0.9997,0
PP-OCRv6_medium,ocrv6_medium,agenda_05.jpg,agenda,0.349,36,448,0.9998,0
PP-OCRv6_medium,ocrv6_medium,agenda_06.jpg,agenda,0.674,41,303,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_07.jpg,agenda,0.828,56,552,0.9995,0
PP-OCRv6_medium,ocrv6_medium,agenda_08.jpg,agenda,0.669,40,1001,0.992,0
PP-OCRv6_medium,ocrv6_medium,agenda_09.jpg,agenda,0.557,61,984,0.998,0
PP-OCRv6_medium,ocrv6_medium,agenda_10.jpg,agenda,0.153,12,173,0.9961,0
PP-OCRv6_medium,ocrv6_medium,agenda_11.jpg,agenda,0.221,14,217,0.9997,0
PP-OCRv6_medium,ocrv6_medium,agenda_12.jpg,agenda,0.401,19,374,0.9789,0
PP-OCRv6_medium,ocrv6_medium,agenda_13.jpg,agenda,0.813,51,517,0.9988,0
PP-OCRv6_medium,ocrv6_medium,agenda_14.jpg,agenda,0.637,69,827,0.9935,0
PP-OCRv6_medium,ocrv6_medium,agenda_15.jpg,agenda,0.855,59,730,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_16.jpg,agenda,0.672,30,478,0.9899,0
PP-OCRv6_medium,ocrv6_medium,agenda_17.jpg,agenda,0.62,36,285,0.9977,0
PP-OCRv6_medium,ocrv6_medium,agenda_18.jpg,agenda,0.628,56,848,0.9887,0
PP-OCRv6_medium,ocrv6_medium,agenda_19.jpg,agenda,0.678,27,275,0.9978,0
PP-OCRv6_medium,ocrv6_medium,agenda_20.jpg,agenda,0.686,59,912,0.9929,0
PP-OCRv6_medium,ocrv6_medium,agenda_21.jpg,agenda,0.748,38,683,0.9935,0
PP-OCRv6_medium,ocrv6_medium,agenda_22.jpg,agenda,0.67,23,775,0.9925,0
PP-OCRv6_medium,ocrv6_medium,agenda_23.jpg,agenda,0.716,34,939,0.9962,0
PP-OCRv6_medium,ocrv6_medium,form_01.jpg,form,1.121,132,1911,0.994,0
PP-OCRv6_medium,ocrv6_medium,form_02.jpg,form,0.432,46,333,0.9295,0
PP-OCRv6_medium,ocrv6_medium,form_03.jpg,form,0.888,57,1040,0.9906,0
PP-OCRv6_medium,ocrv6_medium,form_04.jpg,form,0.907,59,843,0.9985,0
PP-OCRv6_medium,ocrv6_medium,form_05.jpg,form,1.179,122,2460,0.9841,0
PP-OCRv6_medium,ocrv6_medium,form_06.jpg,form,1.089,103,2011,0.9883,0
PP-OCRv6_medium,ocrv6_medium,form_07.jpg,form,0.591,40,709,0.9859,0
PP-OCRv6_medium,ocrv6_medium,form_08.jpg,form,1.879,122,2673,0.9905,0
PP-OCRv6_medium,ocrv6_medium,form_09.jpg,form,1.166,60,1255,0.9927,0
PP-OCRv6_medium,ocrv6_medium,form_10.jpg,form,1.639,98,1940,0.9961,0
PP-OCRv6_medium,ocrv6_medium,form_11.jpg,form,1.17,73,1341,0.9789,0
PP-OCRv6_medium,ocrv6_medium,form_12.jpg,form,0.678,63,1150,0.9981,0
PP-OCRv6_medium,ocrv6_medium,form_13.jpg,form,1.253,98,1796,0.9952,0
PP-OCRv6_medium,ocrv6_medium,form_14.jpg,form,1.233,135,2191,0.9945,0
PP-OCRv6_medium,ocrv6_medium,form_15.jpg,form,1.566,81,2204,0.9847,0
PP-OCRv6_medium,ocrv6_medium,form_16.jpg,form,1.281,64,1570,0.9928,0
PP-OCRv6_medium,ocrv6_medium,form_17.jpg,form,1.045,77,1104,0.9968,0
PP-OCRv6_medium,ocrv6_medium,form_18.jpg,form,0.24,20,415,0.9607,0
PP-OCRv6_medium,ocrv6_medium,form_19.jpg,form,0.536,34,584,0.999,0
PP-OCRv6_medium,ocrv6_medium,form_20.jpg,form,1.102,57,1071,0.9934,0
PP-OCRv6_medium,ocrv6_medium,form_21.jpg,form,1.211,39,1365,0.9957,0
PP-OCRv6_medium,ocrv6_medium,form_22.jpg,form,1.514,145,2995,0.964,0
PP-OCRv6_medium,ocrv6_medium,form_23.jpg,form,1.238,60,1160,0.9705,0
PP-OCRv6_medium,ocrv6_medium,invoice_01.jpg,invoice,0.565,18,191,0.9986,0
PP-OCRv6_medium,ocrv6_medium,invoice_02.jpg,invoice,0.267,16,154,0.9953,0
PP-OCRv6_medium,ocrv6_medium,invoice_03.jpg,invoice,0.418,14,123,0.9989,0
PP-OCRv6_medium,ocrv6_medium,invoice_04.jpg,invoice,0.315,24,284,0.9982,0
PP-OCRv6_medium,ocrv6_medium,invoice_05.jpg,invoice,1.014,69,705,0.9988,0
PP-OCRv6_medium,ocrv6_medium,invoice_06.jpg,invoice,0.624,20,304,0.9991,0
PP-OCRv6_medium,ocrv6_medium,invoice_07.jpg,invoice,0.317,28,320,0.9847,0
PP-OCRv6_medium,ocrv6_medium,invoice_08.jpg,invoice,0.697,28,445,0.9933,0
PP-OCRv6_medium,ocrv6_medium,invoice_09.jpg,invoice,0.593,21,246,0.9985,0
PP-OCRv6_medium,ocrv6_medium,invoice_10.jpg,invoice,0.305,22,349,0.9758,0
PP-OCRv6_medium,ocrv6_medium,invoice_11.jpg,invoice,0.94,39,694,0.9964,0
PP-OCRv6_medium,ocrv6_medium,invoice_12.jpg,invoice,0.321,27,470,0.9782,0
PP-OCRv6_medium,ocrv6_medium,invoice_13.jpg,invoice,0.371,23,227,0.9749,0
PP-OCRv6_medium,ocrv6_medium,invoice_14.jpg,invoice,0.267,18,199,0.9981,0
PP-OCRv6_medium,ocrv6_medium,invoice_15.jpg,invoice,0.677,41,517,0.9987,0
PP-OCRv6_medium,ocrv6_medium,invoice_16.jpg,invoice,0.718,26,401,0.9929,0
PP-OCRv6_medium,ocrv6_medium,invoice_17.jpg,invoice,0.649,29,358,0.9961,0
PP-OCRv6_medium,ocrv6_medium,invoice_18.jpg,invoice,0.37,28,343,0.9925,0
PP-OCRv6_medium,ocrv6_medium,invoice_19.jpg,invoice,0.947,69,615,0.9996,0
PP-OCRv6_medium,ocrv6_medium,invoice_20.jpg,invoice,0.477,42,700,0.9927,0
PP-OCRv6_medium,ocrv6_medium,invoice_21.jpg,invoice,0.651,38,404,0.9925,0
PP-OCRv6_medium,ocrv6_medium,invoice_22.jpg,invoice,0.429,41,477,0.9978,0
PP-OCRv6_medium,ocrv6_medium,invoice_23.jpg,invoice,0.724,32,421,0.9865,0
PP-OCRv6_medium,ocrv6_medium,original_001.jpg,original,1.01,62,1136,0.995,0
PP-OCRv6_medium,ocrv6_medium,original_002.jpg,original,0.656,28,742,0.9975,0
PP-OCRv6_medium,ocrv6_medium,original_003.jpg,original,0.369,34,737,0.9801,0
PP-OCRv6_medium,ocrv6_medium,original_004.jpg,original,0.503,34,812,0.987,0
PP-OCRv6_medium,ocrv6_medium,original_005.jpg,original,1.167,75,1949,0.9474,0
PP-OCRv6_medium,ocrv6_medium,original_006.jpg,original,1.42,133,3034,0.9947,0
PP-OCRv6_medium,ocrv6_medium,original_007.jpg,original,0.707,83,933,0.9578,0
PP-OCRv6_medium,ocrv6_medium,original_008.jpg,original,0.459,47,874,0.9898,0
PP-OCRv6_medium,ocrv6_medium,original_009.jpg,original,0.648,49,1173,0.9913,0
PP-OCRv6_medium,ocrv6_medium,original_010.jpg,original,0.647,64,937,0.9977,0
PP-OCRv6_medium,ocrv6_medium,original_011.jpg,original,0.35,24,538,0.995,0
PP-OCRv6_medium,ocrv6_medium,report_01.jpg,report,1.283,127,1229,0.9981,0
PP-OCRv6_medium,ocrv6_medium,report_02.jpg,report,1.509,201,1472,0.9911,0
PP-OCRv6_medium,ocrv6_medium,report_03.jpg,report,2.156,229,2632,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_04.jpg,report,0.496,32,317,0.998,0
PP-OCRv6_medium,ocrv6_medium,report_05.jpg,report,0.881,133,887,0.998,0
PP-OCRv6_medium,ocrv6_medium,report_06.jpg,report,1.072,134,1052,0.9813,0
PP-OCRv6_medium,ocrv6_medium,report_07.jpg,report,0.28,22,256,0.9983,0
PP-OCRv6_medium,ocrv6_medium,report_08.jpg,report,0.928,96,763,0.9895,0
PP-OCRv6_medium,ocrv6_medium,report_09.jpg,report,1.769,272,1357,0.952,0
PP-OCRv6_medium,ocrv6_medium,report_10.jpg,report,1.476,116,2283,0.9497,0
PP-OCRv6_medium,ocrv6_medium,report_11.jpg,report,0.686,71,1244,0.9883,0
PP-OCRv6_medium,ocrv6_medium,report_12.jpg,report,1.475,231,1384,0.9957,0
PP-OCRv6_medium,ocrv6_medium,report_13.jpg,report,0.256,8,161,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_14.jpg,report,0.412,50,509,0.9983,0
PP-OCRv6_medium,ocrv6_medium,report_15.jpg,report,0.307,27,560,0.992,0
PP-OCRv6_medium,ocrv6_medium,report_16.jpg,report,1.055,120,1040,0.9716,0
PP-OCRv6_medium,ocrv6_medium,report_17.jpg,report,1.195,175,1496,0.9848,0
PP-OCRv6_medium,ocrv6_medium,report_18.jpg,report,2.107,342,2087,0.9941,0
PP-OCRv6_medium,ocrv6_medium,report_19.jpg,report,0.795,114,797,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_20.jpg,report,1.271,181,1200,0.9992,0
PP-StructureV3,structurev3,agenda_01.jpg,agenda,26.991,32,167,0.9589,0
PP-StructureV3,structurev3,agenda_02.jpg,agenda,0.962,24,273,0.9457,0
PP-StructureV3,structurev3,agenda_03.jpg,agenda,2.539,17,228,0.9806,3
PP-StructureV3,structurev3,agenda_04.jpg,agenda,3.146,13,159,0.9785,1
PP-StructureV3,structurev3,agenda_05.jpg,agenda,1.876,36,248,0.9757,1
PP-StructureV3,structurev3,agenda_06.jpg,agenda,1.844,41,245,0.9744,1
PP-StructureV3,structurev3,agenda_07.jpg,agenda,1.978,56,535,0.9848,1
PP-StructureV3,structurev3,agenda_08.jpg,agenda,1.317,39,80,0.9651,0
PP-StructureV3,structurev3,agenda_09.jpg,agenda,1.234,61,923,0.9587,1
PP-StructureV3,structurev3,agenda_10.jpg,agenda,0.463,15,160,0.9422,0
PP-StructureV3,structurev3,agenda_11.jpg,agenda,0.564,15,172,0.921,0
PP-StructureV3,structurev3,agenda_12.jpg,agenda,1.707,19,368,0.9401,1
PP-StructureV3,structurev3,agenda_13.jpg,agenda,2.068,63,479,0.9854,2
PP-StructureV3,structurev3,agenda_14.jpg,agenda,1.833,69,239,0.9789,1
PP-StructureV3,structurev3,agenda_15.jpg,agenda,1.615,59,535,0.984,0
PP-StructureV3,structurev3,agenda_16.jpg,agenda,1.426,30,445,0.9746,0
PP-StructureV3,structurev3,agenda_17.jpg,agenda,3.904,36,292,0.992,4
PP-StructureV3,structurev3,agenda_18.jpg,agenda,1.28,57,784,0.953,1
PP-StructureV3,structurev3,agenda_19.jpg,agenda,6.153,27,124,0.9893,4
PP-StructureV3,structurev3,agenda_20.jpg,agenda,1.336,60,866,0.9542,0
PP-StructureV3,structurev3,agenda_21.jpg,agenda,1.551,38,581,0.9714,0
PP-StructureV3,structurev3,agenda_22.jpg,agenda,1.183,23,696,0.9688,0
PP-StructureV3,structurev3,agenda_23.jpg,agenda,1.476,34,776,0.9785,1
PP-StructureV3,structurev3,form_01.jpg,form,4.574,133,1681,0.9542,2
PP-StructureV3,structurev3,form_02.jpg,form,0.846,55,16,0.5172,0
PP-StructureV3,structurev3,form_03.jpg,form,1.688,67,1009,0.9617,0
PP-StructureV3,structurev3,form_04.jpg,form,1.895,61,540,0.9837,2
PP-StructureV3,structurev3,form_05.jpg,form,1.88,123,2108,0.9099,1
PP-StructureV3,structurev3,form_06.jpg,form,1.733,101,1735,0.9581,1
PP-StructureV3,structurev3,form_07.jpg,form,0.954,43,635,0.929,0
PP-StructureV3,structurev3,form_08.jpg,form,3.133,125,2060,0.9654,1
PP-StructureV3,structurev3,form_09.jpg,form,2.54,60,1130,0.9755,4
PP-StructureV3,structurev3,form_10.jpg,form,2.926,100,1567,0.9721,1
PP-StructureV3,structurev3,form_11.jpg,form,1.884,73,839,0.9484,1
PP-StructureV3,structurev3,form_12.jpg,form,1.064,60,0,0.9654,0
PP-StructureV3,structurev3,form_13.jpg,form,2.549,97,1505,0.9654,1
PP-StructureV3,structurev3,form_14.jpg,form,2.343,136,1328,0.9603,1
PP-StructureV3,structurev3,form_15.jpg,form,2.958,102,2135,0.9647,2
PP-StructureV3,structurev3,form_16.jpg,form,2.216,64,293,0.9686,0
PP-StructureV3,structurev3,form_17.jpg,form,2.137,77,746,0.9823,1
PP-StructureV3,structurev3,form_18.jpg,form,0.541,18,394,0.9348,0
PP-StructureV3,structurev3,form_19.jpg,form,1.279,38,575,0.8895,0
PP-StructureV3,structurev3,form_20.jpg,form,2.694,57,318,0.8404,1
PP-StructureV3,structurev3,form_21.jpg,form,1.973,38,809,0.9644,0
PP-StructureV3,structurev3,form_22.jpg,form,2.287,145,1945,0.8489,1
PP-StructureV3,structurev3,form_23.jpg,form,2.333,55,1055,0.943,1
PP-StructureV3,structurev3,invoice_01.jpg,invoice,1.66,19,169,0.9635,1
PP-StructureV3,structurev3,invoice_02.jpg,invoice,0.978,18,209,0.94,1
PP-StructureV3,structurev3,invoice_03.jpg,invoice,1.191,14,107,0.9919,2
PP-StructureV3,structurev3,invoice_04.jpg,invoice,0.885,25,221,0.9499,1
PP-StructureV3,structurev3,invoice_05.jpg,invoice,1.811,68,548,0.9829,1
PP-StructureV3,structurev3,invoice_06.jpg,invoice,1.737,20,302,0.983,1
PP-StructureV3,structurev3,invoice_07.jpg,invoice,1.558,28,262,0.9264,3
PP-StructureV3,structurev3,invoice_08.jpg,invoice,1.563,29,275,0.823,1
PP-StructureV3,structurev3,invoice_09.jpg,invoice,1.483,21,172,0.9841,1
PP-StructureV3,structurev3,invoice_10.jpg,invoice,1.29,22,249,0.8792,1
PP-StructureV3,structurev3,invoice_11.jpg,invoice,4.808,39,664,0.974,2
PP-StructureV3,structurev3,invoice_12.jpg,invoice,0.668,27,443,0.9156,0
PP-StructureV3,structurev3,invoice_13.jpg,invoice,0.719,23,127,0.9555,0
PP-StructureV3,structurev3,invoice_14.jpg,invoice,1.432,18,197,0.9827,1
PP-StructureV3,structurev3,invoice_15.jpg,invoice,1.638,41,494,0.9804,2
PP-StructureV3,structurev3,invoice_16.jpg,invoice,1.532,26,251,0.9761,2
PP-StructureV3,structurev3,invoice_17.jpg,invoice,1.28,29,312,0.9772,0
PP-StructureV3,structurev3,invoice_18.jpg,invoice,0.899,28,272,0.949,1
PP-StructureV3,structurev3,invoice_19.jpg,invoice,1.671,69,239,0.9925,0
PP-StructureV3,structurev3,invoice_20.jpg,invoice,0.803,42,501,0.9553,0
PP-StructureV3,structurev3,invoice_21.jpg,invoice,1.389,38,341,0.9717,1
PP-StructureV3,structurev3,invoice_22.jpg,invoice,1.234,41,392,0.9769,1
PP-StructureV3,structurev3,invoice_23.jpg,invoice,1.905,35,235,0.9475,1
PP-StructureV3,structurev3,original_001.jpg,original,1.581,66,1045,0.9704,1
PP-StructureV3,structurev3,original_002.jpg,original,1.325,29,729,0.9729,1
PP-StructureV3,structurev3,original_003.jpg,original,0.644,34,706,0.9273,0
PP-StructureV3,structurev3,original_004.jpg,original,0.789,35,788,0.9409,0
PP-StructureV3,structurev3,original_005.jpg,original,1.664,92,2163,0.8459,0
PP-StructureV3,structurev3,original_006.jpg,original,2.421,133,3025,0.968,1
PP-StructureV3,structurev3,original_007.jpg,original,1.524,85,795,0.8009,1
PP-StructureV3,structurev3,original_008.jpg,original,1.158,47,854,0.9484,1
PP-StructureV3,structurev3,original_009.jpg,original,1.011,49,1089,0.9339,1
PP-StructureV3,structurev3,original_010.jpg,original,1.277,67,849,0.9685,1
PP-StructureV3,structurev3,original_011.jpg,original,0.615,24,538,0.9599,1
PP-StructureV3,structurev3,report_01.jpg,report,2.586,147,938,0.9309,1
PP-StructureV3,structurev3,report_02.jpg,report,48.438,208,1287,0.9886,0
PP-StructureV3,structurev3,report_03.jpg,report,3.782,234,2466,0.9838,2
PP-StructureV3,structurev3,report_04.jpg,report,1.039,32,287,0.9877,1
PP-StructureV3,structurev3,report_05.jpg,report,1.904,133,623,0.9785,1
PP-StructureV3,structurev3,report_06.jpg,report,20.954,127,1102,0.9737,1
PP-StructureV3,structurev3,report_07.jpg,report,0.825,22,250,0.9851,1
PP-StructureV3,structurev3,report_08.jpg,report,2.48,93,639,0.9879,1
PP-StructureV3,structurev3,report_09.jpg,report,11.632,270,1390,0.8121,1
PP-StructureV3,structurev3,report_10.jpg,report,2.367,116,2107,0.9279,1
PP-StructureV3,structurev3,report_11.jpg,report,1.191,69,1102,0.9726,2
PP-StructureV3,structurev3,report_12.jpg,report,21.505,234,1574,0.9362,1
PP-StructureV3,structurev3,report_13.jpg,report,1.158,8,54,0.9832,1
PP-StructureV3,structurev3,report_14.jpg,report,0.868,50,509,0.9847,1
PP-StructureV3,structurev3,report_15.jpg,report,0.542,26,529,0.9219,0
PP-StructureV3,structurev3,report_16.jpg,report,12.198,119,861,0.9314,1
PP-StructureV3,structurev3,report_17.jpg,report,2.182,175,1547,0.9592,1
PP-StructureV3,structurev3,report_18.jpg,report,3.779,342,1995,0.9879,1
PP-StructureV3,structurev3,report_19.jpg,report,1.474,114,794,0.9909,1
PP-StructureV3,structurev3,report_20.jpg,report,2.2,186,950,0.9787,1
